AnimalID,NameBinary,NameLen,NameFreq,AnimalTypeBinary,AgeuponOutcomeProc,AgePrec,Month,Day,Hour,TimeOfDayPrec,YearPeriodPrec,Weekday,DayName,Intact,Sex,BreedPrec,ColorPrec,OutcomeTypePrec
A665228,1,7,2,1,210,2,10,19,18,3,2,1,5,1,1,37,1,5
A668545,1,6,2,0,365,2,12,21,13,2,5,1,5,1,0,106,25,1
A699224,1,6,14,1,1095,3,3,25,18,3,1,0,2,1,1,73,22,4
A633267,1,5,14,0,730,2,4,20,10,1,3,1,6,1,1,106,27,4
A680016,0,3,10916,1,1460,5,6,2,15,2,4,0,0,0,0,60,26,3
A716763,0,3,10916,1,365,3,11,29,11,2,2,1,6,1,0,79,9,1
A679938,1,4,17,1,730,3,1,5,16,3,1,0,0,1,1,79,6,4
A679811,0,3,10916,0,730,2,6,8,12,2,4,1,6,0,0,106,26,2
A686856,1,4,9,1,1095,3,9,16,18,3,2,0,1,1,1,60,2,4
A701132,1,7,1,1,730,3,4,26,18,3,3,1,6,1,1,18,25,4
A714174,0,3,10916,0,365,2,10,19,15,2,2,0,0,0,0,106,27,4
A695641,0,3,10916,1,365,3,1,24,17,3,1,1,5,1,0,79,22,5
A678317,0,3,10916,0,730,2,5,8,13,2,3,0,3,2,2,106,27,5
A694248,0,3,10916,1,365,3,12,28,14,2,5,1,6,1,0,79,2,1
A695170,1,6,33,1,365,3,1,17,13,2,1,1,5,1,1,97,24,1
A663781,1,6,46,1,120,1,11,25,17,3,2,0,0,1,0,97,6,1
A710369,1,7,18,1,60,1,8,23,19,3,4,1,6,1,0,97,11,4
A700356,1,6,50,1,3650,5,6,15,18,3,4,0,0,1,1,79,6,1
A704229,1,12,1,1,2190,5,7,11,14,2,4,1,5,1,0,79,24,1
A664688,1,6,25,1,1095,3,3,21,17,3,1,0,4,1,1,97,25,1
A674133,1,6,9,1,60,1,3,14,12,2,1,0,4,1,1,98,26,5
A687754,1,5,52,0,150,1,11,15,13,2,2,1,5,1,0,106,23,1
A667288,1,6,46,1,730,3,12,27,12,2,5,0,4,1,0,97,27,1
A669147,1,5,14,1,1095,3,12,16,18,3,5,0,0,1,1,97,2,4
A672747,1,5,195,1,365,3,2,23,16,3,1,1,6,1,0,7,27,1
A687015,0,3,10916,0,120,1,8,31,9,1,4,1,6,0,1,106,2,5
A666588,1,6,6,0,60,1,12,28,9,1,5,1,5,1,1,106,27,1
A707245,1,6,23,1,60,1,7,15,11,2,4,0,2,0,0,37,24,1
A678204,1,11,3,0,300,2,6,10,13,2,4,0,1,1,0,106,27,5
A628369,1,5,78,1,3650,5,1,11,18,3,1,1,6,1,1,76,21,1
A712769,1,4,14,1,730,3,9,29,18,3,2,0,1,1,1,28,25,4
A665413,1,6,1,1,120,1,10,24,15,2,2,0,3,1,0,80,25,5
A719412,1,5,8,0,1095,3,1,30,17,3,1,1,5,1,0,106,25,1
A670564,1,5,22,1,730,3,4,20,18,3,3,1,6,1,1,97,25,1
A705311,0,3,10916,1,60,1,6,20,18,3,4,1,5,1,0,7,25,1
A717080,0,3,10916,1,730,3,12,2,11,2,5,0,2,0,1,80,11,4
A715169,1,10,1,1,150,1,11,7,17,3,2,1,5,1,0,60,25,1
A668614,0,3,10916,1,2190,5,12,9,15,2,5,0,0,0,0,79,25,5
A718045,1,5,39,1,120,1,12,27,17,3,5,1,6,1,0,30,17,1
A712092,1,5,10,0,30,1,10,7,14,2,2,0,2,0,1,106,13,5
A715531,1,4,3,1,2190,5,11,30,12,2,2,0,0,1,1,28,17,4
A686306,0,3,10916,0,365,2,8,20,9,1,4,0,2,0,0,109,26,5
A662258,0,3,10916,0,60,1,10,20,16,3,2,1,6,0,0,109,27,2
A681021,1,5,17,0,60,1,6,14,17,3,4,1,5,1,0,106,5,1
A664838,0,3,10916,0,14,1,10,9,19,3,2,0,2,0,1,50,14,5
A717526,1,4,11,1,1095,3,12,13,17,3,5,1,6,1,1,79,2,1
A671474,1,8,128,1,2190,5,1,31,14,2,1,0,4,1,0,60,11,3
A719971,1,6,50,1,60,1,2,4,18,3,1,0,3,1,1,91,25,1
A712089,1,6,50,1,1825,5,9,20,11,2,2,1,6,1,1,25,25,5
A696535,1,6,12,1,210,2,2,21,16,3,1,1,5,1,1,97,25,1
A669791,0,3,10916,0,365,2,12,28,16,3,5,1,5,0,0,106,4,5
A635999,1,6,33,1,3650,5,12,31,11,2,5,0,1,1,0,18,2,4
A672895,1,4,14,1,730,3,6,3,18,3,4,0,2,1,0,7,27,1
A641048,1,6,12,0,1095,3,10,3,13,2,2,0,4,1,1,106,27,4
A704867,0,3,10916,0,7,1,6,9,17,3,4,0,1,2,2,106,27,5
A694324,1,4,3,1,30,1,1,7,17,3,1,0,2,1,0,37,24,1
A684871,1,6,19,1,365,3,7,30,12,2,4,0,2,1,1,37,27,3
A711013,0,3,10916,0,3,1,8,31,19,3,4,0,0,2,2,106,23,5
A702556,1,5,39,1,365,3,5,26,12,2,3,0,1,1,0,7,11,1
A696731,1,3,34,1,730,3,3,19,11,2,1,0,3,1,1,97,9,5
A710778,1,4,3,1,730,3,1,7,13,2,1,0,3,1,1,60,6,5
A669886,1,12,1,1,365,3,1,2,18,3,1,0,3,1,1,28,17,1
A679392,1,4,7,1,365,3,7,21,11,2,4,0,0,0,0,60,27,5
A690448,0,3,10916,0,7,1,10,21,12,2,2,0,1,0,0,106,13,5
A699118,1,9,1,1,365,3,4,12,12,2,3,1,6,1,1,37,6,1
A669021,1,6,46,1,365,3,11,29,13,2,2,1,5,1,1,97,11,4
A717838,1,9,2,1,365,3,1,6,19,3,1,0,2,1,1,7,27,4
A684132,0,3,10916,0,7,1,7,19,18,3,4,1,5,0,0,106,26,5
A673437,1,5,1,0,30,1,3,21,17,3,1,0,4,1,1,106,21,1
A717138,1,7,13,1,730,3,12,6,16,3,5,1,6,1,1,97,27,4
A682519,1,7,11,1,365,3,7,3,12,2,4,0,3,1,0,27,6,1
A709536,1,5,14,1,365,3,12,31,13,2,5,0,3,1,1,35,27,5
A680975,0,3,10916,1,60,1,6,15,14,2,4,1,6,1,1,99,3,1
A704824,0,3,10916,1,120,1,6,9,16,3,4,0,1,0,0,7,25,5
A669042,1,6,7,0,150,1,12,18,16,3,5,0,2,0,1,106,13,5
A636269,1,4,1,1,1095,3,5,6,15,2,3,0,2,1,1,29,6,4
A707693,1,3,2,0,365,2,9,5,16,3,2,1,5,1,0,106,26,1
A707448,1,6,12,0,60,1,7,18,20,4,4,1,5,1,1,106,13,1
A702383,1,3,2,1,365,3,1,30,16,3,1,1,5,1,1,97,25,1
A667261,1,4,6,0,1095,3,12,1,15,2,5,1,6,1,0,106,2,5
A689622,1,9,1,1,150,1,10,11,11,2,2,1,5,1,1,97,27,5
A699674,1,7,3,1,365,3,4,4,18,3,3,1,5,1,1,25,25,1
A711205,1,6,46,1,5475,5,9,3,17,3,2,0,3,0,1,28,27,4
A664963,1,6,31,1,730,3,11,5,12,2,2,0,1,1,1,72,6,1
A714577,1,7,1,0,60,1,12,16,18,3,5,0,2,1,0,106,27,1
A670259,1,5,29,1,1460,5,1,10,14,2,1,0,4,1,0,28,27,5
A657783,1,6,19,1,730,3,9,5,12,2,2,0,4,1,1,37,27,4
A704407,1,7,5,0,60,1,7,18,17,3,4,1,5,1,1,106,25,1
A672247,1,7,163,1,365,3,2,10,18,3,1,0,0,1,1,70,2,1
A662278,1,9,3,0,90,1,11,4,18,3,2,0,0,1,0,106,27,1
A712719,0,3,10916,0,90,1,9,28,9,1,2,0,0,0,1,106,26,5
A464189,1,5,4,1,3285,5,10,5,16,3,2,0,0,1,0,25,2,5
A693480,1,8,1,0,730,2,12,26,15,2,5,0,4,1,1,106,25,5
A676554,1,5,1,1,730,3,4,15,8,1,3,0,1,1,1,21,15,5
A720562,1,4,2,0,1460,3,2,21,12,2,1,1,6,1,0,106,4,1
A675159,1,6,5,1,1095,3,3,24,14,2,1,0,0,0,0,37,25,3
A701170,0,3,10916,0,365,2,4,25,9,1,3,1,5,0,0,106,2,5
A311544,1,6,7,1,5840,5,10,28,0,4,2,0,0,1,1,36,25,4
A681895,1,7,6,0,30,1,6,23,15,2,4,0,0,0,0,106,23,5
A678905,1,5,22,1,240,2,1,26,19,3,1,0,0,1,0,40,27,1
A660455,1,6,6,0,60,1,10,2,15,2,2,0,2,1,0,45,16,1
A679930,1,6,19,0,30,1,6,1,13,2,4,1,6,0,0,106,27,2
A683310,0,3,10916,1,7,1,7,10,9,1,4,0,3,0,1,37,27,3
A668426,1,4,3,1,2190,5,7,20,11,2,4,1,6,1,0,60,11,5
A690275,1,6,32,1,365,3,11,7,18,3,2,0,4,1,1,40,9,5
A682905,1,5,30,0,730,2,9,21,18,3,2,1,6,1,0,45,22,1
A718278,1,5,7,1,330,2,12,26,17,3,5,1,5,0,0,7,11,4
A678262,0,3,10916,0,21,1,5,6,16,3,3,0,1,0,1,106,27,5
A711418,1,6,18,0,30,1,9,11,13,2,2,0,4,0,1,109,13,5
A676659,1,6,63,0,60,1,5,27,11,2,3,0,1,1,0,114,26,1
A668190,1,7,1,0,1825,3,1,19,16,3,1,1,6,1,1,106,26,5
A662550,1,4,9,0,60,1,11,11,17,3,2,0,0,1,1,106,25,1
A713067,1,5,37,1,365,3,10,11,16,3,2,1,6,1,0,97,6,1
A703680,1,5,51,0,60,1,6,23,17,3,4,0,1,1,0,106,23,1
A669165,0,3,10916,1,365,3,12,20,16,3,5,0,4,1,0,7,27,5
A686960,1,5,7,1,365,3,9,1,18,3,2,0,0,1,1,7,6,4
A681281,1,4,22,0,90,1,7,11,16,3,4,0,4,1,0,106,13,1
A691737,0,3,10916,0,365,2,11,9,9,1,2,1,6,0,0,107,27,5
A622127,1,4,47,1,1095,3,2,1,12,2,1,1,5,1,0,18,2,1
A691941,0,3,10916,1,1460,5,11,22,13,2,2,1,5,1,0,79,20,1
A687438,1,8,16,0,60,1,10,12,17,3,2,1,6,1,1,106,27,1
A683061,1,5,111,1,365,3,7,7,18,3,4,0,0,0,1,28,27,4
A682547,1,9,1,0,730,2,2,14,11,2,1,1,5,1,1,106,26,1
A688428,1,5,11,1,365,3,11,23,15,2,2,1,6,1,0,79,25,1
A715148,1,6,7,1,730,3,11,1,15,2,2,1,6,0,1,76,27,4
A716272,1,7,45,1,1095,3,11,19,12,2,2,0,3,1,0,7,27,4
A707456,1,4,2,0,90,1,9,10,12,2,2,0,3,1,0,114,26,1
A696254,0,3,10916,1,21,1,2,4,15,2,1,0,2,0,1,25,2,5
A693829,1,5,1,0,1460,3,12,24,11,2,5,0,2,1,0,53,17,4
A695723,0,3,10916,0,2190,3,1,21,12,2,1,0,2,0,0,106,27,3
A704679,1,5,36,0,5475,5,6,28,18,3,4,1,6,1,0,109,27,1
A680782,0,3,10916,0,1,1,6,7,18,3,4,1,5,0,0,106,25,5
A696811,1,5,2,1,365,3,2,16,17,3,1,0,0,1,0,7,2,4
A688654,1,8,1,0,60,1,11,4,11,2,2,0,1,1,1,106,13,1
A706933,0,3,10916,1,1825,5,7,31,14,2,4,0,4,0,1,91,3,5
A663453,1,7,13,0,120,1,1,4,17,3,1,1,5,1,0,106,2,1
A718277,1,3,10,1,730,3,1,1,15,2,1,0,4,1,1,14,2,5
A712522,1,5,3,1,300,2,10,16,19,3,2,0,4,1,1,24,25,1
A670868,1,5,195,1,1095,3,8,26,17,3,4,0,2,1,0,60,27,4
A708448,0,3,10916,1,240,2,8,1,17,3,4,1,5,1,1,97,6,1
A706512,1,5,8,1,1095,3,9,12,14,2,2,1,5,1,0,79,6,5
A671203,1,5,14,1,4380,5,1,25,12,2,1,1,5,1,0,80,11,4
A470287,1,4,2,1,2920,5,5,21,17,3,3,0,2,1,1,75,27,4
A676164,1,6,1,1,3650,5,5,2,18,3,3,0,4,1,1,13,6,1
A716548,1,6,49,1,365,3,1,23,11,2,1,1,5,1,0,91,11,1
A714029,1,5,15,0,60,1,11,8,0,4,2,1,6,1,0,106,4,1
A708291,1,6,2,1,365,3,7,27,11,2,4,0,0,1,1,14,6,4
A701684,1,4,42,1,4380,5,6,3,12,2,4,0,2,1,0,73,11,1
A708336,1,5,1,0,2190,3,7,30,18,3,4,0,3,1,1,106,27,1
A674232,1,6,18,1,730,3,6,22,15,2,4,1,6,1,1,80,27,1
A678056,1,4,54,1,30,1,5,3,13,2,3,1,5,0,1,73,6,5
A670498,1,4,88,0,365,2,1,14,16,3,1,0,1,1,0,114,27,1
A693391,1,6,5,0,90,1,2,1,17,3,1,1,6,1,0,106,4,1
A684314,0,3,10916,1,120,1,7,27,11,2,4,1,6,1,1,97,6,5
A711872,1,9,3,0,3650,4,9,17,18,3,2,0,3,1,0,114,25,4
A673610,0,3,10916,0,365,2,3,1,14,2,1,1,5,2,2,106,25,5
A670084,1,5,7,1,1825,5,1,7,15,2,1,0,1,1,0,73,2,5
A704949,1,5,7,0,60,1,8,9,17,3,4,1,6,1,0,109,25,1
A690423,1,5,9,1,1460,5,10,23,17,3,2,0,3,1,0,97,27,3
A678794,1,5,10,0,60,1,6,22,17,3,4,1,6,1,1,106,26,1
A647884,1,4,63,1,365,3,10,28,14,2,2,0,1,1,1,60,27,4
A694424,1,8,12,1,365,3,1,23,13,2,1,0,4,1,1,79,20,5
A706021,0,3,10916,0,14,1,6,24,16,3,4,0,2,0,1,50,16,5
A673848,1,6,7,0,1095,3,3,4,11,2,1,0,1,1,1,114,25,4
A706857,1,5,195,1,210,2,7,5,11,2,4,1,6,0,0,25,27,4
A669734,0,3,10916,1,60,1,1,15,13,2,1,0,2,1,0,24,27,1
A717288,1,3,43,0,365,2,12,7,16,3,5,0,0,1,0,50,14,4
A583676,1,8,3,1,3285,5,9,29,11,2,2,0,1,1,1,7,27,4
A706011,1,8,2,1,1825,5,7,6,17,3,4,0,0,1,0,37,27,1
A690434,1,5,4,1,365,3,10,21,18,3,2,0,1,1,1,60,27,4
A675937,0,3,10916,0,3,1,4,2,15,2,3,0,2,0,0,106,5,5
A678170,0,3,10916,0,90,1,8,12,14,2,4,0,1,1,1,106,22,1
A666732,1,5,4,1,60,1,11,16,12,2,2,1,5,1,1,37,27,1
A686294,1,4,61,1,1095,3,8,29,17,3,4,0,4,1,0,60,2,3
A664441,1,6,1,0,60,1,10,19,13,2,2,1,5,1,0,106,4,1
A685780,0,3,10916,0,21,1,8,12,18,3,4,0,1,0,1,106,17,5
A713781,1,6,15,1,1825,5,10,15,18,3,2,0,3,1,1,7,25,4
A699211,0,3,10916,1,90,1,3,29,12,2,1,1,6,1,1,37,27,1
A697365,1,7,1,1,365,3,3,31,15,2,1,0,1,1,0,60,26,1
A702168,1,5,10,1,1825,5,5,11,18,3,3,0,0,1,1,79,22,4
A633952,1,7,13,1,730,3,10,6,14,2,2,1,6,1,1,60,6,4
A679035,1,5,2,0,60,1,6,15,17,3,4,1,6,1,0,106,2,1
A697213,1,7,1,0,60,1,2,24,18,3,1,0,1,1,1,106,26,1
A298074,1,6,2,1,6570,5,9,7,11,2,2,0,0,1,0,28,27,4
A690304,0,3,10916,1,240,2,10,24,18,3,2,0,4,1,1,95,25,1
A665660,1,6,30,1,365,3,11,11,11,2,2,0,0,0,1,35,6,5
A717992,1,5,30,1,365,3,1,13,18,3,1,0,2,1,0,60,2,1
A686203,1,5,13,1,90,1,10,12,17,3,2,1,6,1,0,60,27,5
A693624,1,5,1,1,1460,5,12,15,18,3,5,0,0,1,1,73,22,4
A720553,0,3,10916,1,60,1,2,15,18,3,1,0,0,1,1,90,2,1
A702571,1,6,33,1,1095,3,5,16,13,2,3,1,5,1,1,79,27,4
A704323,0,3,10916,1,365,3,6,7,19,3,4,1,6,1,0,97,25,1
A670491,1,7,1,1,180,1,1,11,18,3,1,1,5,1,0,7,22,1
A701836,0,3,10916,0,6,1,5,5,13,2,3,0,1,2,2,106,27,5
A696977,1,6,11,0,1095,3,5,2,17,3,3,1,5,1,0,106,4,1
A695488,1,4,2,1,2190,5,1,30,17,3,1,0,4,0,1,60,25,3
A687422,1,6,41,1,730,3,9,8,19,3,2,0,0,1,1,80,3,1
A690063,0,3,10916,0,21,1,10,13,17,3,2,0,0,0,1,106,2,5
A656250,1,7,1,0,210,2,12,28,12,2,5,1,5,1,0,106,27,1
A682395,0,3,10916,0,21,1,6,27,14,2,4,0,4,0,1,106,13,5
A704133,1,10,2,0,1825,3,6,24,17,3,4,0,2,1,1,106,25,5
A718860,1,4,4,1,365,3,2,7,14,2,1,1,6,1,0,97,27,1
A710769,1,6,2,1,730,3,9,3,11,2,2,0,3,0,1,97,2,4
A699141,1,5,1,0,60,1,5,12,13,2,3,0,1,1,0,106,21,1
A665125,0,3,10916,0,21,1,10,14,12,2,2,0,0,0,1,109,25,5
A655933,1,12,1,0,730,2,10,27,14,2,2,1,6,1,0,106,27,5
A675807,1,4,74,1,2190,5,4,4,17,3,3,0,4,1,1,41,27,4
A698121,0,3,10916,1,6,1,3,6,9,1,1,0,4,2,2,37,25,5
A697184,1,3,1,1,365,3,4,19,13,2,3,1,6,1,1,37,27,1
A705990,1,4,71,0,365,2,6,30,12,2,4,0,1,1,1,50,14,5
A694192,1,6,4,1,365,3,12,27,17,3,5,1,5,1,1,27,6,1
A695629,0,3,10916,0,730,2,1,20,9,1,1,0,1,0,0,106,26,5
A669859,1,4,10,1,730,3,1,8,16,3,1,0,2,0,1,60,11,3
A670300,1,4,40,0,365,2,1,8,12,2,1,0,2,1,1,106,25,4
A667557,1,6,2,1,2555,5,11,23,11,2,2,1,5,1,1,97,3,5
A693201,0,3,10916,1,1095,3,12,11,17,3,5,0,3,0,1,7,27,5
A713732,1,6,3,1,210,2,10,12,18,3,2,0,0,0,0,97,25,4
A694842,0,3,10916,1,14,1,1,20,14,2,1,0,1,0,0,97,6,5
A696366,0,3,10916,0,1825,3,2,3,15,2,1,0,1,0,1,114,13,3
A701207,0,3,10916,0,14,1,4,25,13,2,3,1,5,2,2,106,13,5
A706889,0,3,10916,1,60,1,7,8,18,3,4,0,2,1,1,37,27,1
A714264,0,3,10916,1,1095,3,10,24,14,2,2,1,5,1,1,79,27,1
A665485,1,5,1,1,1825,5,10,25,11,2,2,0,4,1,1,74,25,5
A695406,1,5,14,1,300,2,2,3,13,2,1,0,1,0,1,63,27,5
A673971,1,4,2,1,120,1,3,12,18,3,1,0,2,1,0,24,6,1
A669835,1,11,1,0,1460,3,5,23,17,3,3,0,4,1,0,114,26,1
A696043,0,3,10916,1,270,2,1,30,19,3,1,0,4,1,0,79,27,1
A588226,1,8,128,0,1825,3,12,16,14,2,5,0,0,1,0,106,26,5
A567704,1,5,4,1,1460,5,12,21,15,2,5,1,5,1,1,97,25,1
A704862,1,7,1,0,60,1,7,29,16,3,4,0,2,1,1,114,27,1
A685188,1,5,22,1,365,3,8,21,14,2,4,0,3,1,1,79,20,5
A712946,1,6,1,1,2190,5,10,5,12,2,2,0,0,1,0,79,2,1
A719793,1,4,4,1,240,2,2,1,14,2,1,0,0,1,0,60,2,4
A710817,1,7,13,1,4380,5,9,5,13,2,2,1,5,1,0,28,3,1
A673411,1,3,174,1,365,3,2,28,13,2,1,0,4,1,1,79,2,1
A670083,1,6,60,1,30,1,1,7,18,3,1,0,1,1,0,18,25,1
A670398,1,7,2,1,300,2,1,18,15,2,1,1,5,1,1,79,2,1
A682461,0,3,10916,1,2190,5,7,9,14,2,4,0,2,1,0,79,25,1
A661127,1,6,23,0,90,1,11,3,17,3,2,1,6,1,0,106,4,1
A691425,1,5,1,1,730,3,11,28,13,2,2,0,4,1,0,37,2,1
A684032,1,4,5,0,60,1,8,30,17,3,4,1,5,1,0,109,27,1
A708420,1,5,51,1,365,3,1,9,13,2,1,1,5,1,0,79,2,1
A697746,1,4,3,0,365,2,3,3,14,2,1,0,1,1,0,106,25,5
A669111,0,3,10916,1,60,1,12,18,15,2,5,0,2,1,1,28,24,1
A710422,1,4,22,1,60,1,8,27,12,2,4,0,3,0,0,79,6,5
A705603,1,2,28,1,60,1,6,23,18,3,4,0,1,1,0,97,6,1
A693849,1,6,1,1,3650,5,12,20,15,2,5,1,5,1,1,73,6,5
A520355,1,5,10,1,2920,5,3,30,14,2,1,0,0,1,1,10,27,4
A694300,0,3,10916,1,730,3,12,24,15,2,5,0,2,0,1,73,25,3
A689937,1,8,3,0,60,1,10,18,18,3,2,1,5,1,1,106,27,1
A688391,1,6,63,1,365,3,9,20,18,3,2,1,5,1,0,79,2,4
A587085,1,5,30,1,2920,5,12,30,11,2,5,0,0,1,1,71,2,4
A697047,0,3,10916,1,120,1,2,21,14,2,1,1,5,1,0,80,11,1
A694329,1,7,43,1,730,3,2,18,15,2,1,0,3,1,1,97,27,4
A666870,1,5,20,1,730,3,11,21,15,2,2,0,3,1,0,60,20,3
A688812,1,6,20,0,30,1,10,5,15,2,2,1,6,0,1,109,25,5
A697311,1,5,11,1,730,3,3,1,18,3,1,1,6,1,1,27,17,1
A680929,1,4,18,1,1095,3,6,30,16,3,4,0,0,1,0,7,2,5
A672249,1,6,2,1,365,3,3,3,14,2,1,0,0,1,1,60,20,5
A710640,0,3,10916,0,1460,3,8,26,9,1,4,0,2,1,1,106,13,5
A690753,1,5,16,1,4745,5,10,25,16,3,2,1,5,0,0,97,2,4
A700832,1,7,15,1,2190,5,4,21,12,2,3,0,1,1,0,73,2,4
A680174,0,3,10916,1,90,1,6,10,13,2,4,0,1,1,0,3,3,1
A679763,0,3,10916,0,21,1,5,25,16,3,3,1,6,0,0,106,7,5
A689397,1,6,4,1,1095,3,2,11,14,2,1,0,2,1,0,60,26,1
A671114,1,8,1,1,365,3,1,25,14,2,1,1,5,1,1,97,18,1
A666957,1,5,12,1,730,3,11,17,18,3,2,1,6,1,1,11,27,1
A686861,0,3,10916,0,730,2,8,28,10,1,4,0,3,1,0,106,21,3
A712855,1,6,1,1,365,3,10,13,12,2,2,0,1,1,1,37,2,1
A661519,1,8,3,0,90,1,10,11,15,2,2,0,4,1,1,106,25,1
A672584,1,5,10,1,365,3,4,6,14,2,3,1,6,1,1,28,6,1
A711359,0,3,10916,0,28,1,9,5,17,3,2,1,5,2,2,106,13,5
A667017,0,3,10916,1,300,2,11,27,16,3,2,0,2,1,0,80,11,1
A693412,0,3,10916,1,365,3,12,13,16,3,5,1,5,1,0,97,25,1
A676818,1,5,11,1,3650,5,4,16,16,3,3,0,2,0,1,25,6,5
A716641,1,5,1,0,60,1,12,21,18,3,5,0,0,1,1,106,21,1
A712713,1,4,48,0,60,1,11,29,17,3,2,1,6,1,1,106,13,1
A706010,1,6,69,1,2920,5,7,4,14,2,4,1,5,1,0,36,27,1
A718926,1,6,14,1,1460,5,1,10,17,3,1,1,6,1,1,97,3,4
A698793,1,5,125,1,1460,5,4,10,18,3,3,0,4,0,1,73,18,3
A680708,1,7,163,1,365,3,6,9,18,3,4,0,0,1,1,73,2,4
A712660,1,3,7,0,2920,4,11,3,14,2,2,0,1,1,1,106,27,5
A681242,0,3,10916,0,21,1,6,14,12,2,4,1,5,0,0,106,23,5
A678371,1,6,30,0,90,1,7,8,11,2,4,0,1,1,1,106,13,1
A677944,0,3,10916,0,21,1,5,1,15,2,3,0,3,2,2,106,27,3
A667456,1,10,1,1,365,3,11,20,13,2,2,0,2,1,0,79,3,5
A666922,1,4,20,1,365,3,11,17,14,2,2,1,6,1,1,24,21,5
A673221,1,6,1,1,150,1,2,28,15,2,1,0,4,1,0,80,25,1
A714600,1,10,3,0,60,1,11,15,16,3,2,1,6,1,1,106,26,1
A666815,1,6,75,0,60,1,12,1,13,2,5,1,6,1,1,48,27,1
A623762,1,6,26,1,2190,5,3,29,11,2,1,1,5,1,1,79,3,1
A672014,0,3,10916,1,730,3,2,7,14,2,1,0,4,0,1,14,2,5
A690841,1,5,12,1,180,1,11,24,12,2,2,0,0,0,0,60,2,5
A675890,0,3,10916,0,14,1,4,3,15,2,3,0,3,0,0,106,2,5
A707306,1,7,8,1,4380,5,7,11,14,2,4,1,5,1,1,21,2,4
A695852,0,3,10916,1,365,3,1,28,16,3,1,0,2,1,1,28,6,4
A701234,0,3,10916,0,21,1,4,25,18,3,3,1,5,0,1,106,26,5
A665348,0,3,10916,0,365,2,10,20,11,2,2,1,6,0,0,106,5,5
A714620,1,4,1,1,300,2,11,5,16,3,2,0,3,1,1,97,27,4
A713528,1,6,60,1,1095,3,10,13,18,3,2,0,1,1,1,79,27,1
A697235,1,5,17,1,1095,3,4,23,15,2,3,0,3,1,0,80,27,1
A672003,0,3,10916,0,730,2,2,4,13,2,1,0,1,0,0,106,25,5
A711428,1,6,46,1,730,3,9,18,15,2,2,0,4,1,1,37,11,5
A666628,1,5,1,1,730,3,11,10,15,2,2,1,6,1,1,41,27,5
A662609,1,4,6,1,1460,5,10,13,15,2,2,1,6,1,0,37,27,1
A715282,1,4,14,1,730,3,11,13,12,2,2,0,4,1,1,18,9,4
A704113,0,3,10916,0,30,1,6,7,15,2,4,1,6,0,1,106,25,5
A675101,1,6,33,1,1095,3,11,19,14,2,2,0,3,1,1,97,2,4
A697397,0,3,10916,0,1095,3,2,24,9,1,1,0,1,0,1,106,26,5
A665795,0,3,10916,0,60,1,10,30,10,1,2,0,2,0,1,50,21,3
A682601,1,6,7,0,730,2,7,8,14,2,4,0,1,1,1,106,2,5
A701881,1,5,17,0,365,2,5,17,15,2,3,1,6,1,1,106,13,1
A717251,1,6,50,0,365,2,12,22,0,4,5,0,1,1,0,106,25,5
A716112,1,8,1,0,120,1,11,21,11,2,2,1,5,1,1,109,13,1
A700943,0,3,10916,0,14,1,4,21,18,3,3,0,1,2,2,106,2,5
A691391,0,3,10916,0,1095,3,11,4,12,2,2,0,1,0,0,106,27,3
A682800,0,3,10916,0,365,2,7,4,9,1,4,0,4,0,0,106,25,5
A684881,1,5,67,1,210,2,7,30,17,3,4,0,2,1,1,30,25,5
A702285,0,3,10916,0,120,1,5,12,9,1,3,0,1,2,2,106,13,5
A682942,0,3,10916,0,60,1,7,12,16,3,4,1,5,1,0,106,7,1
A699147,1,5,5,0,2190,3,5,11,17,3,3,0,0,1,1,106,25,5
A670444,1,5,1,1,1095,3,1,14,15,2,1,0,1,0,0,97,25,5
A713349,0,3,10916,0,90,1,12,15,14,2,5,0,1,1,0,106,25,1
A672164,1,5,82,1,730,3,2,14,15,2,1,0,4,1,0,79,17,5
A690661,0,3,10916,1,1825,5,10,27,12,2,2,0,0,0,1,79,27,5
A476054,1,4,4,1,2555,5,9,12,12,2,2,1,5,1,0,37,27,1
A709089,1,12,1,0,60,1,8,15,17,3,4,1,5,0,0,107,26,1
A667033,1,5,16,0,730,2,7,7,17,3,4,0,0,1,0,114,25,1
A693126,1,6,41,1,365,3,2,28,17,3,1,1,5,1,1,73,2,1
A701578,1,6,4,0,60,1,6,16,9,1,4,0,1,1,0,106,4,1
A679865,1,5,6,1,365,3,5,27,18,3,3,0,1,1,1,37,27,4
A678057,1,4,108,1,5475,5,5,4,12,2,3,1,6,1,0,97,25,3
A692489,0,3,10916,1,90,1,11,25,18,3,2,0,1,1,0,73,2,1
A699752,1,4,1,1,5110,5,4,2,11,2,3,0,3,2,2,37,27,3
A667460,1,6,8,0,150,1,2,24,13,2,1,0,0,1,1,106,2,4
A686103,1,6,13,0,60,1,10,2,13,2,2,0,3,1,1,106,27,1
A666745,0,3,10916,0,365,2,11,6,15,2,2,0,2,0,1,106,25,3
A692518,0,3,10916,1,730,3,12,3,16,3,5,0,2,1,0,60,26,1
A665993,1,5,17,1,210,2,12,28,16,3,5,1,5,1,1,97,27,1
A669915,0,3,10916,1,4380,5,1,3,11,2,1,0,4,1,1,79,2,5
A717600,1,6,3,1,365,3,12,18,12,2,5,0,4,0,1,99,25,3
A681022,1,4,22,1,300,2,6,17,17,3,4,0,1,1,1,10,27,1
